DataSetW1/,cam_img/cam_img0.png,disp_mat/disp_mat0.bin,mask_mat/mask_mat0.png,shade_mat/shade_mat0.png,disp_c3/disp_c0.npy,disp_v3/disp_v0.bin,mask_c3/mask_c0.png,disp_out3/disp_out0.npy,est_img3/est_img0.png
DataSetW1/,cam_img/cam_img1.png,disp_mat/disp_mat1.bin,mask_mat/mask_mat1.png,shade_mat/shade_mat1.png,disp_c3/disp_c1.npy,disp_v3/disp_v1.bin,mask_c3/mask_c1.png,disp_out3/disp_out1.npy,est_img3/est_img1.png
DataSetW1/,cam_img/cam_img2.png,disp_mat/disp_mat2.bin,mask_mat/mask_mat2.png,shade_mat/shade_mat2.png,disp_c3/disp_c2.npy,disp_v3/disp_v2.bin,mask_c3/mask_c2.png,disp_out3/disp_out2.npy,est_img3/est_img2.png
DataSetW1/,cam_img/cam_img3.png,disp_mat/disp_mat3.bin,mask_mat/mask_mat3.png,shade_mat/shade_mat3.png,disp_c3/disp_c3.npy,disp_v3/disp_v3.bin,mask_c3/mask_c3.png,disp_out3/disp_out3.npy,est_img3/est_img3.png
DataSetW1/,cam_img/cam_img4.png,disp_mat/disp_mat4.bin,mask_mat/mask_mat4.png,shade_mat/shade_mat4.png,disp_c3/disp_c4.npy,disp_v3/disp_v4.bin,mask_c3/mask_c4.png,disp_out3/disp_out4.npy,est_img3/est_img4.png
DataSetW1/,cam_img/cam_img5.png,disp_mat/disp_mat5.bin,mask_mat/mask_mat5.png,shade_mat/shade_mat5.png,disp_c3/disp_c5.npy,disp_v3/disp_v5.bin,mask_c3/mask_c5.png,disp_out3/disp_out5.npy,est_img3/est_img5.png
DataSetW1/,cam_img/cam_img6.png,disp_mat/disp_mat6.bin,mask_mat/mask_mat6.png,shade_mat/shade_mat6.png,disp_c3/disp_c6.npy,disp_v3/disp_v6.bin,mask_c3/mask_c6.png,disp_out3/disp_out6.npy,est_img3/est_img6.png
DataSetW1/,cam_img/cam_img7.png,disp_mat/disp_mat7.bin,mask_mat/mask_mat7.png,shade_mat/shade_mat7.png,disp_c3/disp_c7.npy,disp_v3/disp_v7.bin,mask_c3/mask_c7.png,disp_out3/disp_out7.npy,est_img3/est_img7.png
DataSetW1/,cam_img/cam_img8.png,disp_mat/disp_mat8.bin,mask_mat/mask_mat8.png,shade_mat/shade_mat8.png,disp_c3/disp_c8.npy,disp_v3/disp_v8.bin,mask_c3/mask_c8.png,disp_out3/disp_out8.npy,est_img3/est_img8.png
DataSetW1/,cam_img/cam_img9.png,disp_mat/disp_mat9.bin,mask_mat/mask_mat9.png,shade_mat/shade_mat9.png,disp_c3/disp_c9.npy,disp_v3/disp_v9.bin,mask_c3/mask_c9.png,disp_out3/disp_out9.npy,est_img3/est_img9.png
DataSetW1/,cam_img/cam_img10.png,disp_mat/disp_mat10.bin,mask_mat/mask_mat10.png,shade_mat/shade_mat10.png,disp_c3/disp_c10.npy,disp_v3/disp_v10.bin,mask_c3/mask_c10.png,disp_out3/disp_out10.npy,est_img3/est_img10.png
DataSetW1/,cam_img/cam_img11.png,disp_mat/disp_mat11.bin,mask_mat/mask_mat11.png,shade_mat/shade_mat11.png,disp_c3/disp_c11.npy,disp_v3/disp_v11.bin,mask_c3/mask_c11.png,disp_out3/disp_out11.npy,est_img3/est_img11.png
